candidat_id,filiere_code,parcours_id,score_compatibilite,est_admissible,est_recommandee
STD_2026_0210,TEE,P4,77.93,Oui,Non
STD_2026_0210,TEH,P4,77.33,Oui,Non
STD_2026_0210,CAA,P5,74.15,Sous condition,Non
STD_2026_0210,DTJA,P5,67.21,Sous condition,Non
STD_2026_0210,EMP,P5,50.78,Non,Non
STD_2026_0210,FIC,P5,53.81,Non,Non
STD_2026_0211,AEE,P1,80.27,Oui,Non
STD_2026_0211,IAA,P1,73.04,Sous condition,Non
STD_2026_0211,PIP,P1,78.53,Oui,Non
STD_2026_0211,EMII,P2,79.34,Oui,Oui
STD_2026_0211,GCA,P2,80.53,Oui,Non
STD_2026_0211,ICMP,P2,87.81,Oui,Non
STD_2026_0211,ESIIA,P3,76.61,Oui,Non
STD_2026_0211,IGGLIA,P3,71.32,Sous condition,Non
STD_2026_0211,IMTICIA,P3,73.83,Sous condition,Non
STD_2026_0211,ISAIA,P3,71.63,Sous condition,Non
STD_2026_0211,TEE,P4,50.62,Non,Non
STD_2026_0211,TEH,P4,45.14,Non,Non
STD_2026_0211,CAA,P5,69.93,Sous condition,Non
STD_2026_0211,DTJA,P5,46.62,Non,Non
STD_2026_0211,EMP,P5,73.53,Sous condition,Non
STD_2026_0211,FIC,P5,77.14,Oui,Non
STD_2026_0212,AEE,P1,81.02,Oui,Non
STD_2026_0212,IAA,P1,81.9,Oui,Non
STD_2026_0212,PIP,P1,86.01,Oui,Non
STD_2026_0212,EMII,P2,74.5,Sous condition,Non
STD_2026_0212,GCA,P2,76.76,Oui,Oui
STD_2026_0212,ICMP,P2,84.52,Oui,Non
STD_2026_0212,ESIIA,P3,58.1,Non,Non
STD_2026_0212,IGGLIA,P3,83.92,Oui,Non
STD_2026_0212,IMTICIA,P3,84.08,Oui,Non
STD_2026_0212,ISAIA,P3,80.2,Oui,Non
STD_2026_0212,TEE,P4,82.5,Oui,Non
STD_2026_0212,TEH,P4,81.61,Oui,Non
STD_2026_0212,CAA,P5,86.25,Oui,Non
STD_2026_0212,DTJA,P5,84.73,Oui,Non
STD_2026_0212,EMP,P5,79.53,Oui,Non
STD_2026_0212,FIC,P5,93.49,Oui,Non
STD_2026_0213,AEE,P1,79.91,Oui,Non
STD_2026_0213,IAA,P1,71.84,Sous condition,Non
STD_2026_0213,PIP,P1,81.27,Oui,Non
STD_2026_0213,EMII,P2,78.47,Oui,Non
STD_2026_0213,GCA,P2,77.84,Oui,Non
STD_2026_0213,ICMP,P2,75.64,Oui,Oui
STD_2026_0213,ESIIA,P3,81.16,Oui,Non
STD_2026_0213,IGGLIA,P3,79.15,Oui,Non
STD_2026_0213,IMTICIA,P3,74.9,Sous condition,Non
STD_2026_0213,ISAIA,P3,75.01,Oui,Non
STD_2026_0213,TEE,P4,84.35,Oui,Non
STD_2026_0213,TEH,P4,50.28,Non,Non
STD_2026_0213,CAA,P5,74.13,Sous condition,Non
STD_2026_0213,DTJA,P5,49.91,Non,Non
STD_2026_0213,EMP,P5,79.88,Oui,Non
STD_2026_0213,FIC,P5,74.74,Sous condition,Non
STD_2026_0214,AEE,P1,50.76,Non,Non
STD_2026_0214,IAA,P1,55.14,Non,Non
STD_2026_0214,PIP,P1,50.58,Non,Non
STD_2026_0214,EMII,P2,50.93,Non,Non
STD_2026_0214,GCA,P2,50.5,Non,Non
STD_2026_0214,ICMP,P2,60.97,Non,Non
STD_2026_0214,ESIIA,P3,53.36,Non,Oui
STD_2026_0214,IGGLIA,P3,77.66,Oui,Non
STD_2026_0214,IMTICIA,P3,73.15,Sous condition,Non
STD_2026_0214,ISAIA,P3,74.97,Sous condition,Non
STD_2026_0214,TEE,P4,69.39,Sous condition,Non
STD_2026_0214,TEH,P4,72.48,Sous condition,Non
STD_2026_0214,CAA,P5,79.84,Oui,Non
STD_2026_0214,DTJA,P5,66.91,Sous condition,Non
STD_2026_0214,EMP,P5,79.4,Oui,Non
STD_2026_0214,FIC,P5,81.45,Oui,Non
STD_2026_0215,AEE,P1,51.71,Non,Non
STD_2026_0215,IAA,P1,79.86,Oui,Non
STD_2026_0215,PIP,P1,56.41,Non,Non
STD_2026_0215,EMII,P2,83.33,Oui,Non
STD_2026_0215,GCA,P2,85.67,Oui,Non
STD_2026_0215,ICMP,P2,95.75,Oui,Non
STD_2026_0215,ESIIA,P3,88.93,Oui,Non
STD_2026_0215,IGGLIA,P3,76.77,Oui,Oui
STD_2026_0215,IMTICIA,P3,82.64,Oui,Non
STD_2026_0215,ISAIA,P3,60.04,Non,Non
STD_2026_0215,TEE,P4,44.74,Non,Non
STD_2026_0215,TEH,P4,43.45,Non,Non
STD_2026_0215,CAA,P5,51.63,Non,Non
STD_2026_0215,DTJA,P5,48.4,Non,Non
STD_2026_0215,EMP,P5,52.5,Non,Non
STD_2026_0215,FIC,P5,57.29,Non,Non
STD_2026_0216,AEE,P1,75.37,Oui,Non
STD_2026_0216,IAA,P1,39.5,Non,Non
STD_2026_0216,PIP,P1,46.58,Non,Non
STD_2026_0216,EMII,P2,46.03,Non,Non
STD_2026_0216,GCA,P2,36.76,Non,Non
STD_2026_0216,ICMP,P2,38.32,Non,Non
STD_2026_0216,ESIIA,P3,46.19,Non,Non
STD_2026_0216,IGGLIA,P3,74.95,Sous condition,Non
STD_2026_0216,IMTICIA,P3,66.42,Sous condition,Oui
STD_2026_0216,ISAIA,P3,50.4,Non,Non
STD_2026_0216,TEE,P4,74.44,Sous condition,Non
STD_2026_0216,TEH,P4,77.0,Oui,Non
STD_2026_0216,CAA,P5,71.77,Sous condition,Non
STD_2026_0216,DTJA,P5,74.57,Sous condition,Non
STD_2026_0216,EMP,P5,71.19,Sous condition,Non
STD_2026_0216,FIC,P5,46.35,Non,Non
STD_2026_0217,AEE,P1,83.72,Oui,Non
STD_2026_0217,IAA,P1,52.28,Non,Non
STD_2026_0217,PIP,P1,55.34,Non,Non
STD_2026_0217,EMII,P2,51.71,Non,Non
STD_2026_0217,GCA,P2,49.37,Non,Non
STD_2026_0217,ICMP,P2,51.55,Non,Non
STD_2026_0217,ESIIA,P3,46.2,Non,Non
STD_2026_0217,IGGLIA,P3,80.67,Oui,Non
STD_2026_0217,IMTICIA,P3,83.73,Oui,Non
STD_2026_0217,ISAIA,P3,54.54,Non,Oui
STD_2026_0217,TEE,P4,74.89,Sous condition,Non
STD_2026_0217,TEH,P4,81.31,Oui,Non
STD_2026_0217,CAA,P5,79.97,Oui,Non
STD_2026_0217,DTJA,P5,86.47,Oui,Non
STD_2026_0217,EMP,P5,80.71,Oui,Non
STD_2026_0217,FIC,P5,60.41,Non,Non
STD_2026_0218,AEE,P1,74.45,Sous condition,Non
STD_2026_0218,IAA,P1,47.81,Non,Non
STD_2026_0218,PIP,P1,46.1,Non,Non
STD_2026_0218,EMII,P2,38.22,Non,Non
STD_2026_0218,GCA,P2,44.15,Non,Non
STD_2026_0218,ICMP,P2,48.69,Non,Non
STD_2026_0218,ESIIA,P3,41.12,Non,Non
STD_2026_0218,IGGLIA,P3,67.52,Sous condition,Non
STD_2026_0218,IMTICIA,P3,67.53,Sous condition,Non
STD_2026_0218,ISAIA,P3,43.46,Non,Non
STD_2026_0218,TEE,P4,78.94,Oui,Oui
STD_2026_0218,TEH,P4,70.44,Sous condition,Non
STD_2026_0218,CAA,P5,68.9,Sous condition,Non
STD_2026_0218,DTJA,P5,68.04,Sous condition,Non
STD_2026_0218,EMP,P5,59.9,Sous condition,Non
STD_2026_0218,FIC,P5,48.47,Non,Non
STD_2026_0219,AEE,P1,52.62,Non,Non
STD_2026_0219,IAA,P1,54.99,Non,Non
STD_2026_0219,PIP,P1,61.72,Non,Non
STD_2026_0219,EMII,P2,55.14,Non,Non
STD_2026_0219,GCA,P2,54.96,Non,Non
STD_2026_0219,ICMP,P2,49.78,Non,Non
STD_2026_0219,ESIIA,P3,55.59,Non,Non
STD_2026_0219,IGGLIA,P3,58.88,Non,Non
STD_2026_0219,IMTICIA,P3,80.64,Oui,Non
STD_2026_0219,ISAIA,P3,59.78,Non,Non
STD_2026_0219,TEE,P4,80.09,Oui,Non
STD_2026_0219,TEH,P4,85.57,Oui,Oui
STD_2026_0219,CAA,P5,81.81,Oui,Non
STD_2026_0219,DTJA,P5,84.15,Oui,Non
STD_2026_0219,EMP,P5,58.79,Non,Non
STD_2026_0219,FIC,P5,52.74,Non,Non
STD_2026_0220,AEE,P1,75.89,Oui,Non
STD_2026_0220,IAA,P1,83.2,Oui,Non
STD_2026_0220,PIP,P1,79.32,Oui,Non
STD_2026_0220,EMII,P2,81.71,Oui,Non
STD_2026_0220,GCA,P2,85.79,Oui,Non
STD_2026_0220,ICMP,P2,77.17,Oui,Non
STD_2026_0220,ESIIA,P3,85.89,Oui,Non
STD_2026_0220,IGGLIA,P3,76.44,Oui,Non
STD_2026_0220,IMTICIA,P3,79.13,Oui,Non
STD_2026_0220,ISAIA,P3,76.43,Oui,Non
STD_2026_0220,TEE,P4,54.25,Non,Non
STD_2026_0220,TEH,P4,57.62,Non,Non
STD_2026_0220,CAA,P5,73.85,Sous condition,Oui
STD_2026_0220,DTJA,P5,52.93,Non,Non
STD_2026_0220,EMP,P5,75.87,Oui,Non
STD_2026_0220,FIC,P5,79.29,Oui,Non
STD_2026_0221,AEE,P1,80.28,Oui,Non
STD_2026_0221,IAA,P1,85.82,Oui,Non
STD_2026_0221,PIP,P1,81.51,Oui,Non
STD_2026_0221,EMII,P2,77.38,Oui,Non
STD_2026_0221,GCA,P2,85.94,Oui,Non
STD_2026_0221,ICMP,P2,78.2,Oui,Non
STD_2026_0221,ESIIA,P3,57.75,Non,Non
STD_2026_0221,IGGLIA,P3,74.41,Sous condition,Non
STD_2026_0221,IMTICIA,P3,70.49,Sous condition,Non
STD_2026_0221,ISAIA,P3,79.09,Oui,Non
STD_2026_0221,TEE,P4,75.2,Oui,Non
STD_2026_0221,TEH,P4,72.1,Sous condition,Non
STD_2026_0221,CAA,P5,76.99,Oui,Non
STD_2026_0221,DTJA,P5,67.72,Sous condition,Oui
STD_2026_0221,EMP,P5,79.43,Oui,Non
STD_2026_0221,FIC,P5,70.81,Sous condition,Non
STD_2026_0222,AEE,P1,82.53,Oui,Non
STD_2026_0222,IAA,P1,83.65,Oui,Non
STD_2026_0222,PIP,P1,79.0,Oui,Non
STD_2026_0222,EMII,P2,81.4,Oui,Non
STD_2026_0222,GCA,P2,80.89,Oui,Non
STD_2026_0222,ICMP,P2,88.73,Oui,Non
STD_2026_0222,ESIIA,P3,83.95,Oui,Non
STD_2026_0222,IGGLIA,P3,83.23,Oui,Non
STD_2026_0222,IMTICIA,P3,83.7,Oui,Non
STD_2026_0222,ISAIA,P3,88.66,Oui,Non
STD_2026_0222,TEE,P4,79.24,Oui,Non
STD_2026_0222,TEH,P4,42.18,Non,Non
STD_2026_0222,CAA,P5,77.86,Oui,Non
STD_2026_0222,DTJA,P5,47.42,Non,Non
STD_2026_0222,EMP,P5,79.38,Oui,Oui
STD_2026_0222,FIC,P5,87.68,Oui,Non
STD_2026_0223,AEE,P1,60.95,Non,Non
STD_2026_0223,IAA,P1,60.02,Non,Non
STD_2026_0223,PIP,P1,58.08,Non,Non
STD_2026_0223,EMII,P2,64.76,Non,Non
STD_2026_0223,GCA,P2,57.82,Non,Non
STD_2026_0223,ICMP,P2,68.38,Non,Non
STD_2026_0223,ESIIA,P3,61.27,Non,Non
STD_2026_0223,IGGLIA,P3,80.07,Oui,Non
STD_2026_0223,IMTICIA,P3,85.18,Oui,Non
STD_2026_0223,ISAIA,P3,82.26,Oui,Non
STD_2026_0223,TEE,P4,80.98,Oui,Non
STD_2026_0223,TEH,P4,80.52,Oui,Non
STD_2026_0223,CAA,P5,82.39,Oui,Non
STD_2026_0223,DTJA,P5,81.83,Oui,Non
STD_2026_0223,EMP,P5,84.61,Oui,Non
STD_2026_0223,FIC,P5,84.9,Oui,Oui
STD_2026_0224,AEE,P1,51.48,Non,Oui
STD_2026_0224,IAA,P1,77.15,Oui,Non
STD_2026_0224,PIP,P1,54.71,Non,Non
STD_2026_0224,EMII,P2,82.85,Oui,Non
STD_2026_0224,GCA,P2,73.93,Sous condition,Non
STD_2026_0224,ICMP,P2,83.82,Oui,Non
STD_2026_0224,ESIIA,P3,85.58,Oui,Non
STD_2026_0224,IGGLIA,P3,79.22,Oui,Non
STD_2026_0224,IMTICIA,P3,79.85,Oui,Non
STD_2026_0224,ISAIA,P3,54.9,Non,Non
STD_2026_0224,TEE,P4,45.37,Non,Non
STD_2026_0224,TEH,P4,47.24,Non,Non
STD_2026_0224,CAA,P5,50.23,Non,Non
STD_2026_0224,DTJA,P5,52.32,Non,Non
STD_2026_0224,EMP,P5,54.83,Non,Non
STD_2026_0224,FIC,P5,59.64,Non,Non
STD_2026_0225,AEE,P1,72.47,Sous condition,Non
STD_2026_0225,IAA,P1,42.13,Non,Oui
STD_2026_0225,PIP,P1,43.53,Non,Non
STD_2026_0225,EMII,P2,40.55,Non,Non
STD_2026_0225,GCA,P2,48.2,Non,Non
STD_2026_0225,ICMP,P2,35.76,Non,Non
STD_2026_0225,ESIIA,P3,42.63,Non,Non
STD_2026_0225,IGGLIA,P3,70.39,Sous condition,Non
STD_2026_0225,IMTICIA,P3,67.26,Sous condition,Non
STD_2026_0225,ISAIA,P3,47.71,Non,Non
STD_2026_0225,TEE,P4,74.18,Sous condition,Non
STD_2026_0225,TEH,P4,80.78,Oui,Non
STD_2026_0225,CAA,P5,72.13,Sous condition,Non
STD_2026_0225,DTJA,P5,77.03,Oui,Non
STD_2026_0225,EMP,P5,69.44,Sous condition,Non
STD_2026_0225,FIC,P5,45.74,Non,Non
STD_2026_0226,AEE,P1,70.39,Sous condition,Non
STD_2026_0226,IAA,P1,44.35,Non,Non
STD_2026_0226,PIP,P1,41.53,Non,Oui
STD_2026_0226,EMII,P2,38.37,Non,Non
STD_2026_0226,GCA,P2,40.27,Non,Non
STD_2026_0226,ICMP,P2,41.06,Non,Non
STD_2026_0226,ESIIA,P3,39.78,Non,Non
STD_2026_0226,IGGLIA,P3,66.21,Sous condition,Non
STD_2026_0226,IMTICIA,P3,74.01,Sous condition,Non
STD_2026_0226,ISAIA,P3,47.97,Non,Non
STD_2026_0226,TEE,P4,67.32,Sous condition,Non
STD_2026_0226,TEH,P4,70.93,Sous condition,Non
STD_2026_0226,CAA,P5,73.96,Sous condition,Non
STD_2026_0226,DTJA,P5,73.73,Sous condition,Non
STD_2026_0226,EMP,P5,74.28,Sous condition,Non
STD_2026_0226,FIC,P5,60.51,Non,Non
STD_2026_0227,AEE,P1,73.55,Sous condition,Non
STD_2026_0227,IAA,P1,50.1,Non,Non
STD_2026_0227,PIP,P1,51.22,Non,Non
STD_2026_0227,EMII,P2,49.27,Non,Oui
STD_2026_0227,GCA,P2,43.78,Non,Non
STD_2026_0227,ICMP,P2,49.07,Non,Non
STD_2026_0227,ESIIA,P3,41.11,Non,Non
STD_2026_0227,IGGLIA,P3,75.94,Oui,Non
STD_2026_0227,IMTICIA,P3,69.37,Sous condition,Non
STD_2026_0227,ISAIA,P3,45.4,Non,Non
STD_2026_0227,TEE,P4,77.54,Oui,Non
STD_2026_0227,TEH,P4,79.61,Oui,Non
STD_2026_0227,CAA,P5,71.92,Sous condition,Non
STD_2026_0227,DTJA,P5,82.2,Oui,Non
STD_2026_0227,EMP,P5,71.48,Sous condition,Non
STD_2026_0227,FIC,P5,51.99,Non,Non
STD_2026_0228,AEE,P1,48.43,Non,Non
STD_2026_0228,IAA,P1,57.9,Non,Non
STD_2026_0228,PIP,P1,52.15,Non,Non
STD_2026_0228,EMII,P2,51.68,Non,Non
STD_2026_0228,GCA,P2,47.55,Non,Oui
STD_2026_0228,ICMP,P2,41.07,Non,Non
STD_2026_0228,ESIIA,P3,54.53,Non,Non
STD_2026_0228,IGGLIA,P3,56.44,Non,Non
STD_2026_0228,IMTICIA,P3,80.92,Oui,Non
STD_2026_0228,ISAIA,P3,52.22,Non,Non
STD_2026_0228,TEE,P4,77.85,Oui,Non
STD_2026_0228,TEH,P4,83.67,Oui,Non
STD_2026_0228,CAA,P5,76.7,Oui,Non
STD_2026_0228,DTJA,P5,75.4,Oui,Non
STD_2026_0228,EMP,P5,50.15,Non,Non
STD_2026_0228,FIC,P5,48.73,Non,Non
STD_2026_0229,AEE,P1,83.29,Oui,Non
STD_2026_0229,IAA,P1,73.22,Sous condition,Non
STD_2026_0229,PIP,P1,82.51,Oui,Non
STD_2026_0229,EMII,P2,90.02,Oui,Non
STD_2026_0229,GCA,P2,78.35,Oui,Non
STD_2026_0229,ICMP,P2,85.88,Oui,Oui
STD_2026_0229,ESIIA,P3,76.92,Oui,Non
STD_2026_0229,IGGLIA,P3,83.02,Oui,Non
STD_2026_0229,IMTICIA,P3,80.78,Oui,Non
STD_2026_0229,ISAIA,P3,83.83,Oui,Non
STD_2026_0229,TEE,P4,52.44,Non,Non
STD_2026_0229,TEH,P4,47.47,Non,Non
STD_2026_0229,CAA,P5,82.78,Oui,Non
STD_2026_0229,DTJA,P5,54.89,Non,Non
STD_2026_0229,EMP,P5,80.49,Oui,Non
STD_2026_0229,FIC,P5,91.63,Oui,Non
STD_2026_0230,AEE,P1,87.46,Oui,Non
STD_2026_0230,IAA,P1,82.31,Oui,Non
STD_2026_0230,PIP,P1,79.9,Oui,Non
STD_2026_0230,EMII,P2,81.46,Oui,Non
STD_2026_0230,GCA,P2,82.83,Oui,Non
STD_2026_0230,ICMP,P2,91.18,Oui,Non
STD_2026_0230,ESIIA,P3,57.2,Non,Oui
STD_2026_0230,IGGLIA,P3,82.34,Oui,Non
STD_2026_0230,IMTICIA,P3,85.58,Oui,Non
STD_2026_0230,ISAIA,P3,82.67,Oui,Non
STD_2026_0230,TEE,P4,82.44,Oui,Non
STD_2026_0230,TEH,P4,75.41,Oui,Non
STD_2026_0230,CAA,P5,87.19,Oui,Non
STD_2026_0230,DTJA,P5,79.54,Oui,Non
STD_2026_0230,EMP,P5,76.88,Oui,Non
STD_2026_0230,FIC,P5,82.19,Oui,Non
STD_2026_0231,AEE,P1,84.66,Oui,Non
STD_2026_0231,IAA,P1,82.38,Oui,Non
STD_2026_0231,PIP,P1,73.64,Sous condition,Non
STD_2026_0231,EMII,P2,81.67,Oui,Non
STD_2026_0231,GCA,P2,75.89,Oui,Non
STD_2026_0231,ICMP,P2,82.12,Oui,Non
STD_2026_0231,ESIIA,P3,77.79,Oui,Non
STD_2026_0231,IGGLIA,P3,81.63,Oui,Oui
STD_2026_0231,IMTICIA,P3,76.11,Oui,Non
STD_2026_0231,ISAIA,P3,73.55,Sous condition,Non
STD_2026_0231,TEE,P4,79.35,Oui,Non
STD_2026_0231,TEH,P4,44.9,Non,Non
STD_2026_0231,CAA,P5,77.79,Oui,Non
STD_2026_0231,DTJA,P5,46.46,Non,Non
STD_2026_0231,EMP,P5,74.24,Sous condition,Non
STD_2026_0231,FIC,P5,75.43,Oui,Non
STD_2026_0232,AEE,P1,61.18,Non,Non
STD_2026_0232,IAA,P1,54.17,Non,Non
STD_2026_0232,PIP,P1,59.59,Non,Non
STD_2026_0232,EMII,P2,57.71,Non,Non
STD_2026_0232,GCA,P2,63.77,Non,Non
STD_2026_0232,ICMP,P2,73.9,Non,Non
STD_2026_0232,ESIIA,P3,63.0,Non,Non
STD_2026_0232,IGGLIA,P3,79.66,Oui,Non
STD_2026_0232,IMTICIA,P3,83.55,Oui,Oui
STD_2026_0232,ISAIA,P3,80.98,Oui,Non
STD_2026_0232,TEE,P4,75.44,Oui,Non
STD_2026_0232,TEH,P4,80.73,Oui,Non
STD_2026_0232,CAA,P5,80.12,Oui,Non
STD_2026_0232,DTJA,P5,79.83,Oui,Non
STD_2026_0232,EMP,P5,86.35,Oui,Non
STD_2026_0232,FIC,P5,84.84,Oui,Non
STD_2026_0233,AEE,P1,57.47,Non,Non
STD_2026_0233,IAA,P1,85.36,Oui,Non
STD_2026_0233,PIP,P1,57.57,Non,Non
STD_2026_0233,EMII,P2,83.44,Oui,Non
STD_2026_0233,GCA,P2,77.96,Oui,Non
STD_2026_0233,ICMP,P2,88.15,Oui,Non
STD_2026_0233,ESIIA,P3,83.56,Oui,Non
STD_2026_0233,IGGLIA,P3,83.26,Oui,Non
STD_2026_0233,IMTICIA,P3,80.92,Oui,Non
STD_2026_0233,ISAIA,P3,53.84,Non,Oui
STD_2026_0233,TEE,P4,58.84,Non,Non
STD_2026_0233,TEH,P4,53.85,Non,Non
STD_2026_0233,CAA,P5,56.61,Non,Non
STD_2026_0233,DTJA,P5,49.11,Non,Non
STD_2026_0233,EMP,P5,54.02,Non,Non
STD_2026_0233,FIC,P5,59.66,Non,Non
STD_2026_0234,AEE,P1,74.26,Sous condition,Non
STD_2026_0234,IAA,P1,50.21,Non,Non
STD_2026_0234,PIP,P1,44.9,Non,Non
STD_2026_0234,EMII,P2,47.1,Non,Non
STD_2026_0234,GCA,P2,43.33,Non,Non
STD_2026_0234,ICMP,P2,47.01,Non,Non
STD_2026_0234,ESIIA,P3,43.29,Non,Non
STD_2026_0234,IGGLIA,P3,72.85,Sous condition,Non
STD_2026_0234,IMTICIA,P3,73.84,Sous condition,Non
STD_2026_0234,ISAIA,P3,55.49,Non,Non
STD_2026_0234,TEE,P4,73.03,Sous condition,Oui
STD_2026_0234,TEH,P4,71.39,Sous condition,Non
STD_2026_0234,CAA,P5,70.29,Sous condition,Non
STD_2026_0234,DTJA,P5,77.71,Oui,Non
STD_2026_0234,EMP,P5,71.01,Sous condition,Non
STD_2026_0234,FIC,P5,54.87,Non,Non
STD_2026_0235,AEE,P1,67.06,Sous condition,Non
STD_2026_0235,IAA,P1,46.31,Non,Non
STD_2026_0235,PIP,P1,49.26,Non,Non
STD_2026_0235,EMII,P2,43.77,Non,Non
STD_2026_0235,GCA,P2,40.57,Non,Non
STD_2026_0235,ICMP,P2,39.49,Non,Non
STD_2026_0235,ESIIA,P3,37.26,Non,Non
STD_2026_0235,IGGLIA,P3,72.17,Sous condition,Non
STD_2026_0235,IMTICIA,P3,82.6,Oui,Non
STD_2026_0235,ISAIA,P3,52.24,Non,Non
STD_2026_0235,TEE,P4,73.61,Sous condition,Non
STD_2026_0235,TEH,P4,79.14,Oui,Oui
STD_2026_0235,CAA,P5,71.39,Sous condition,Non
STD_2026_0235,DTJA,P5,82.51,Oui,Non
STD_2026_0235,EMP,P5,74.45,Sous condition,Non
STD_2026_0235,FIC,P5,50.07,Non,Non
STD_2026_0236,AEE,P1,68.35,Sous condition,Non
STD_2026_0236,IAA,P1,45.73,Non,Non
STD_2026_0236,PIP,P1,47.13,Non,Non
STD_2026_0236,EMII,P2,34.03,Non,Non
STD_2026_0236,GCA,P2,38.14,Non,Non
STD_2026_0236,ICMP,P2,36.66,Non,Non
STD_2026_0236,ESIIA,P3,39.57,Non,Non
STD_2026_0236,IGGLIA,P3,71.1,Sous condition,Non
STD_2026_0236,IMTICIA,P3,69.03,Sous condition,Non
STD_2026_0236,ISAIA,P3,45.06,Non,Non
STD_2026_0236,TEE,P4,71.15,Sous condition,Non
STD_2026_0236,TEH,P4,77.01,Oui,Non
STD_2026_0236,CAA,P5,72.37,Sous condition,Oui
STD_2026_0236,DTJA,P5,73.66,Sous condition,Non
STD_2026_0236,EMP,P5,71.87,Sous condition,Non
STD_2026_0236,FIC,P5,49.35,Non,Non
STD_2026_0237,AEE,P1,53.37,Non,Non
STD_2026_0237,IAA,P1,51.29,Non,Non
STD_2026_0237,PIP,P1,49.72,Non,Non
STD_2026_0237,EMII,P2,48.74,Non,Non
STD_2026_0237,GCA,P2,49.52,Non,Non
STD_2026_0237,ICMP,P2,55.27,Non,Non
STD_2026_0237,ESIIA,P3,46.55,Non,Non
STD_2026_0237,IGGLIA,P3,55.78,Non,Non
STD_2026_0237,IMTICIA,P3,83.64,Oui,Non
STD_2026_0237,ISAIA,P3,52.33,Non,Non
STD_2026_0237,TEE,P4,72.25,Sous condition,Non
STD_2026_0237,TEH,P4,73.02,Sous condition,Non
STD_2026_0237,CAA,P5,76.26,Oui,Non
STD_2026_0237,DTJA,P5,79.44,Oui,Oui
STD_2026_0237,EMP,P5,50.97,Non,Non
STD_2026_0237,FIC,P5,57.5,Non,Non
STD_2026_0238,AEE,P1,84.35,Oui,Non
STD_2026_0238,IAA,P1,88.67,Oui,Non
STD_2026_0238,PIP,P1,89.28,Oui,Non
STD_2026_0238,EMII,P2,86.45,Oui,Non
STD_2026_0238,GCA,P2,92.58,Oui,Non
STD_2026_0238,ICMP,P2,89.79,Oui,Non
STD_2026_0238,ESIIA,P3,84.97,Oui,Non
STD_2026_0238,IGGLIA,P3,83.86,Oui,Non
STD_2026_0238,IMTICIA,P3,78.63,Oui,Non
STD_2026_0238,ISAIA,P3,80.19,Oui,Non
STD_2026_0238,TEE,P4,58.04,Non,Non
STD_2026_0238,TEH,P4,50.19,Non,Non
STD_2026_0238,CAA,P5,84.13,Oui,Non
STD_2026_0238,DTJA,P5,48.43,Non,Non
STD_2026_0238,EMP,P5,83.56,Oui,Oui
STD_2026_0238,FIC,P5,89.15,Oui,Non
STD_2026_0239,AEE,P1,84.11,Oui,Non
STD_2026_0239,IAA,P1,86.2,Oui,Non
STD_2026_0239,PIP,P1,84.05,Oui,Non
STD_2026_0239,EMII,P2,81.95,Oui,Non
STD_2026_0239,GCA,P2,84.02,Oui,Non
STD_2026_0239,ICMP,P2,83.93,Oui,Non
STD_2026_0239,ESIIA,P3,59.2,Non,Non
STD_2026_0239,IGGLIA,P3,87.47,Oui,Non
STD_2026_0239,IMTICIA,P3,87.46,Oui,Non
STD_2026_0239,ISAIA,P3,89.19,Oui,Non
STD_2026_0239,TEE,P4,86.95,Oui,Non
STD_2026_0239,TEH,P4,84.62,Oui,Non
STD_2026_0239,CAA,P5,87.25,Oui,Non
STD_2026_0239,DTJA,P5,76.41,Oui,Non
STD_2026_0239,EMP,P5,86.52,Oui,Non
STD_2026_0239,FIC,P5,92.5,Oui,Oui
STD_2026_0240,AEE,P1,76.07,Oui,Oui
STD_2026_0240,IAA,P1,75.85,Oui,Non
STD_2026_0240,PIP,P1,80.05,Oui,Non
STD_2026_0240,EMII,P2,81.06,Oui,Non
STD_2026_0240,GCA,P2,76.76,Oui,Non
STD_2026_0240,ICMP,P2,74.24,Sous condition,Non
STD_2026_0240,ESIIA,P3,78.88,Oui,Non
STD_2026_0240,IGGLIA,P3,86.38,Oui,Non
STD_2026_0240,IMTICIA,P3,77.06,Oui,Non
STD_2026_0240,ISAIA,P3,83.76,Oui,Non
STD_2026_0240,TEE,P4,74.41,Sous condition,Non
STD_2026_0240,TEH,P4,57.65,Non,Non
STD_2026_0240,CAA,P5,75.91,Oui,Non
STD_2026_0240,DTJA,P5,52.83,Non,Non
STD_2026_0240,EMP,P5,76.63,Oui,Non
STD_2026_0240,FIC,P5,77.07,Oui,Non
STD_2026_0241,AEE,P1,51.84,Non,Non
STD_2026_0241,IAA,P1,54.37,Non,Oui
STD_2026_0241,PIP,P1,50.42,Non,Non
STD_2026_0241,EMII,P2,53.15,Non,Non
STD_2026_0241,GCA,P2,55.51,Non,Non
STD_2026_0241,ICMP,P2,61.79,Non,Non
STD_2026_0241,ESIIA,P3,52.63,Non,Non
STD_2026_0241,IGGLIA,P3,77.42,Oui,Non
STD_2026_0241,IMTICIA,P3,76.34,Oui,Non
STD_2026_0241,ISAIA,P3,73.88,Sous condition,Non
STD_2026_0241,TEE,P4,71.08,Sous condition,Non
STD_2026_0241,TEH,P4,78.66,Oui,Non
STD_2026_0241,CAA,P5,77.72,Oui,Non
STD_2026_0241,DTJA,P5,78.22,Oui,Non
STD_2026_0241,EMP,P5,81.22,Oui,Non
STD_2026_0241,FIC,P5,86.93,Oui,Non
